Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,17623,113,0,0,0,0,17736,17736,0,0,24358,24358,0,0,0,0,0
Node1,12407,66,34,34,24358,24358,12473,12473,24358,24358,9813,9813,0,0,0,0,0
Node2,44,31,39,39,9813,9813,75,75,9813,9813,9813,9813,0,0,0,0,0
Node3,15,1,1,1,9827,9827,16,16,9827,9827,9813,9813,0,0,0,0,0
Node4,0,0,0,0,9814,9814,0,0,9814,9814,0,0,0,0,0,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
