Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,0,0,0,0,0,0,0,0,0,0,369,369,0,0,0,0,0
Node1,0,7,0,0,369,369,7,7,369,369,366,368,0,0,0,0,0
Node2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node3,0,7,8,8,366,368,7,14,366,368,363,366,0,0,0,0,0
Node4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node5,0,0,8,16,363,366,0,0,363,366,0,0,0,0,0,0,0
Node6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
