Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000004101799_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.004102,2000.004372,inf,0,7,2343.0,0.030655015222981186,0.030655015222981186,2.396369,inf,22,22
2000008203476_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.008203,2000.041324,inf,1,7,2327.5,"0.04247567084482785,0.030655015222981186",0.036565,2.396369,inf,22,22
2000012305946_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.012306,2000.041324,inf,1,7,2327.5,"0.04247567084482785,0.030655015222981186",0.036565,2.396369,inf,22,22
2000016399555_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.0164,2000.04539,inf,2,7,2327.5,"0.04247567084482785,0.04247567084482785,0.030655015222981186",0.038535,2.396369,inf,22,22
2000020495778_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.020496,2000.04539,inf,2,7,2327.5,"0.04247567084482785,0.04247567084482785,0.030655015222981186",0.038535,2.396369,inf,22,22
2000024594793_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.024595,2000.049357,inf,3,7,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.030655015222981186",0.039521,2.396369,inf,22,22
2000028691289_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.028691,2000.049357,inf,3,7,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.030655015222981186",0.039521,2.396369,inf,22,22
2000032791417_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.032791,2000.053343,0.337726,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000036893186_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.036893,2000.053343,0.333624,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000040993852_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.040994,2000.055213,0.331672,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000045087758_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.045088,2000.055213,0.327578,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000049186451_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.049186,2000.057203,0.32568,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000053282446_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.053282,2000.057203,0.321584,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000057376099_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.057376,2000.061725,0.31967,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.05657135422711241",0.046,3.320415,4.422305,22,22
2000061475253_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.061475,2000.061725,0.315571,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.05657135422711241",0.046,3.320415,4.422305,22,22
2000065574168_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.065574,2000.066092,0.315524,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.05657135422711241",0.046,3.320415,4.422305,22,22
2000069676466_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.069676,2000.069726,0.311422,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.05657135422711241",0.046,3.320415,4.422305,22,22
2000073775343_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.073775,2000.073825,0.309492,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000077873477_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.077873,2000.077983,0.305394,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000081973342_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.081973,2000.082223,0.303284,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
