File Path,Run No,Packets Generated,Packets Received,PDR,Avg Delay,#Retransmissions,#Forwards,Avg Route Length,%Route Uptime,%HQ Route Uptime,Route Switches,Packet Drop (Expiry),Packet Drop (Queue Management),Packet Drop (Retry),Packet Drop (Overflow),Packet Drop (No Route),Packet Reinserted (TCP),Flow_ID
C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_8-0_1\Flow_Node0-Node5.csv,1,48800,23934,0.49045081967213117,2.298114994777304,29108,95801,4.0,1.0,1.0,0,0,0,0,0,0,0,Flow_Node0-Node5
Mean,,48800.0,23934.0,0.49045081967213117,2.298114994777304,29108.0,95801.0,4.0,1.0,1.0,0.0,,,,,,,
Median,,48800.0,23934.0,0.49045081967213117,2.298114994777304,29108.0,95801.0,4.0,1.0,1.0,0.0,,,,,,,
95% CI Lower,,,,,,,,,,,,,,,,,,
95% CI Upper,,,,,,,,,,,,,,,,,,
