Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.3-2001.3,92,110,1.1956521739130435,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2001.3-2002.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2002.3-2003.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2003.3-2004.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2004.3-2005.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2005.3-2006.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2006.3-2007.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2007.3-2008.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2008.3-2009.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2009.3-2010.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2010.3-2011.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
2011.3-2012.3,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_1-5_1\Flow_Node0-Node5.csv
