File Path,Run No,Packets Generated,Packets Received,PDR,Avg Delay,#Retransmissions,#Forwards,Avg Route Length,%Route Uptime,%HQ Route Uptime,Route Switches,Packet Drop (Expiry),Packet Drop (Queue Management),Packet Drop (Retry),Packet Drop (Overflow),Packet Drop (No Route),Packet Reinserted (TCP),Flow_ID
C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_2-0_1\Flow_Node0-Node6.csv,1,12200,12189,0.9990983606557376,0.0063691117400935275,111,60967,5.0,1.0,1.0,0,0,0,0,0,0,0,Flow_Node0-Node6
Mean,,12200.0,12189.0,0.9990983606557376,0.0063691117400935275,111.0,60967.0,5.0,1.0,1.0,0.0,,,,,,,
Median,,12200.0,12189.0,0.9990983606557376,0.0063691117400935275,111.0,60967.0,5.0,1.0,1.0,0.0,,,,,,,
95% CI Lower,,,,,,,,,,,,,,,,,,
95% CI Upper,,,,,,,,,,,,,,,,,,
