Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2001.0-2002.0,488,322,0.6598360655737705,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2002.0-2003.0,355,202,0.5690140845070423,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2003.0-2004.0,400,176,0.44,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2004.0-2005.0,410,182,0.44390243902439025,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2005.0-2006.0,298,148,0.4966442953020134,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2006.0-2007.0,282,170,0.6028368794326241,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2007.0-2008.0,276,197,0.7137681159420289,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2008.0-2009.0,276,191,0.6920289855072463,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2009.0-2010.0,376,174,0.4627659574468085,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2010.0-2011.0,248,180,0.7258064516129032,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2011.0-2012.0,242,186,0.768595041322314,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2012.0-2013.0,338,203,0.6005917159763313,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2013.0-2014.0,188,174,0.925531914893617,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2014.0-2015.0,238,210,0.8823529411764706,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2015.0-2016.0,340,209,0.6147058823529412,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2016.0-2017.0,248,176,0.7096774193548387,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2017.0-2018.0,289,187,0.6470588235294118,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2018.0-2019.0,322,178,0.5527950310559007,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2019.0-2020.0,247,177,0.7165991902834008,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2020.0-2021.0,288,194,0.6736111111111112,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
2021.0-2022.0,323,192,0.5944272445820433,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_1\Flow_Node0-Node6.csv
