Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.0-2001.0,488,85,0.17418032786885246,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2001.0-2002.0,244,98,0.4016393442622951,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2002.0-2003.0,270,101,0.37407407407407406,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2003.0-2004.0,303,88,0.29042904290429045,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2004.0-2005.0,238,87,0.36554621848739494,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2005.0-2006.0,238,67,0.2815126050420168,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2006.0-2007.0,238,104,0.4369747899159664,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2007.0-2008.0,238,93,0.3907563025210084,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2008.0-2009.0,238,92,0.3865546218487395,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2009.0-2010.0,238,89,0.3739495798319328,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2010.0-2011.0,288,97,0.3368055555555556,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2011.0-2012.0,275,70,0.2545454545454545,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2012.0-2013.0,288,93,0.3229166666666667,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2013.0-2014.0,239,73,0.3054393305439331,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2014.0-2015.0,237,75,0.31645569620253167,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
2015.0-2016.0,240,101,0.42083333333333334,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_8-0_0\Flow_Node0-Node6.csv
