Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,16100,140,0,0,0,0,16240,16240,0,0,25614,25614,0,0,0,0,0
Node1,7856,61,45,45,25614,25614,7917,7917,25614,25614,11737,11737,0,0,0,0,0
Node2,6645,64,25,25,11737,11737,6709,6709,11737,11737,8558,8558,0,0,0,0,0
Node3,48,28,27,27,8571,8571,76,76,8571,8571,8556,8556,0,0,0,0,0
Node4,10,1,1,1,8573,8573,11,11,8573,8573,8555,8555,0,0,0,0,0
Node5,0,0,0,0,8556,8556,0,0,8556,8556,0,0,0,0,0,0,0
Node6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
