Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.3-2001.3,244,270,1.1065573770491803,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2001.3-2002.3,244,238,0.9754098360655737,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2002.3-2003.3,244,232,0.9508196721311475,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2003.3-2004.3,244,242,0.9918032786885246,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2004.3-2005.3,244,230,0.9426229508196722,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2005.3-2006.3,244,240,0.9836065573770492,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2006.3-2007.3,244,232,0.9508196721311475,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2007.3-2008.3,244,237,0.9713114754098361,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2008.3-2009.3,244,245,1.0040983606557377,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2009.3-2010.3,244,236,0.9672131147540983,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2010.3-2011.3,244,238,0.9754098360655737,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2011.3-2012.3,244,236,0.9672131147540983,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2012.3-2013.3,244,236,0.9672131147540983,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2013.3-2014.3,244,234,0.9590163934426229,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2014.3-2015.3,244,234,0.9590163934426229,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2015.3-2016.3,244,241,0.9877049180327869,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2016.3-2017.3,244,235,0.9631147540983607,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2017.3-2018.3,244,246,1.0081967213114753,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2018.3-2019.3,244,238,0.9754098360655737,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2019.3-2020.3,244,230,0.9426229508196722,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2020.3-2021.3,244,238,0.9754098360655737,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2021.3-2022.3,244,234,0.9590163934426229,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2022.3-2023.3,244,240,0.9836065573770492,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2023.3-2024.3,244,240,0.9836065573770492,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
2024.3-2025.3,244,230,0.9426229508196722,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_1\Flow_Node0-Node5.csv
