Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000008195450_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.008195,2000.008425,inf,0,7,2343.0,0.007663753805745297,0.007663753805745297,2.396369,inf,22,22
2000016394573_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.016395,2000.049484,inf,1,7,2327.5,"0.010618917711206962,0.007663753805745297",0.009141,2.396369,inf,22,22
2000024586483_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.024586,2000.049484,inf,1,7,2327.5,"0.010618917711206962,0.007663753805745297",0.009141,2.396369,inf,22,22
2000032781208_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.032781,2000.051474,inf,2,7,2327.5,"0.010618917711206962,0.010618917711206962,0.007663753805745297",0.009634,1.309417,inf,22,22
2000040980647_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.040981,2000.051474,inf,2,7,2327.5,"0.010618917711206962,0.010618917711206962,0.007663753805745297",0.009634,2.396369,inf,22,22
2000049173951_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.049174,2000.055466,inf,3,7,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.007663753805745297",0.00988,2.396369,inf,22,22
2000057369542_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.05737,2000.058456,inf,3,7,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.007663753805745297",0.00988,2.396369,inf,22,22
2000065567553_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.065568,2000.065718,inf,4,8,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.007663753805745297",0.010028,2.396369,inf,22,22
2000073761575_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.073762,2000.074052,inf,4,8,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.007663753805745297",0.010028,2.396369,inf,22,22
2000081962604_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.081963,2000.082438,0.280634,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000090160954_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.090161,2000.090471,0.272436,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000098354779_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.098355,2000.0989,0.266112,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000106554691_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.106555,2000.108657,0.257912,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000114756104_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.114756,2000.115796,0.251741,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012822618564460542",0.01106,3.320415,4.009487,22,22
2000122955921_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.122956,2000.124974,0.243541,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012822618564460542",0.01106,3.320415,4.009487,22,22
2000131148567_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.131149,2000.132006,0.237418,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.01340938300549057,0.010618917711206962",0.011177,3.320415,3.320415,22,22
2000139348606_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.139349,2000.139659,0.229218,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.01340938300549057,0.010618917711206962",0.011177,3.320415,3.320415,22,22
2000147547078_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.147547,2000.147597,0.22315,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012822618564460542",0.01106,3.320415,4.009487,22,22
2000155746072_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.155746,2000.156096,0.214951,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012822618564460542",0.01106,3.320415,4.009487,22,22
2000163942933_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.163943,2000.163993,0.208664,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000172139992_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.17214,2000.17237,0.200467,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000180340190_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.18034,2000.18049,0.194157,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000188533257_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.188533,2000.190522,0.185964,5,2,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000196731856_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.196732,2000.197683,0.179755,5,5,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.01340938300549057,0.010618917711206962",0.011177,3.320415,3.320415,22,22
2000204931439_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.204931,2000.206813,0.171556,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.01340938300549057,0.010618917711206962",0.011177,3.320415,3.320415,22,22
2000213129184_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.213129,2000.214066,0.165408,5,0,2343.0,"0.016980628484432908,0.010618917711206962,0.010618917711206962,0.01340938300549057,0.010618917711206962",0.012449,3.320415,3.320415,22,22
2000221321133_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.221321,2000.221391,0.157216,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.01340938300549057,0.010618917711206962",0.011177,3.320415,3.320415,22,22
2000229517792_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.229518,2000.229588,0.151129,5,0,2343.0,"0.016980628484432908,0.010618917711206962,0.010618917711206962,0.01340938300549057,0.010618917711206962",0.012449,3.320415,3.320415,22,22
2000237714552_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.237715,2000.238065,0.142932,5,0,2343.0,"0.016980628484432908,0.010618917711206962,0.010618917711206962,0.01340938300549057,0.010618917711206962",0.012449,3.320415,3.320415,22,22
2000245911360_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.245911,2000.245961,0.136746,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000254109477_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.254109,2000.254259,0.128548,5,0,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000262305549_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.262306,2000.262516,0.122381,5,1,2343.0,"0.016980628484432908,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.011891,2.901283,3.320415,22,22
2000270503833_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.270504,2000.270774,0.114183,5,3,2343.0,"0.013446344721529602,0.016980628484432908,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.012457,2.052747,3.320415,22,22
2000278701060_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.278701,2000.279746,0.108036,5,6,2343.0,"0.013446344721529602,0.016980628484432908,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.012457,2.052747,3.320415,22,22
2000286894125_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.286894,2000.31373,0.099843,5,3,2327.5,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,1.814332,3.320415,22,22
2000295088894_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.295089,2000.31373,0.093698,5,3,2327.5,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,1.814332,3.320415,22,22
2000303284692_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.303285,2000.31812,0.085502,5,0,2327.5,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000311478542_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.311479,2000.31812,0.079338,5,0,2327.5,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000319679096_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.319679,2000.328066,0.073288,5,1,2327.5,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012822618564460542,0.010618917711206962",0.01106,3.320415,3.320415,22,22
2000327876130_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.327876,2000.328066,0.062941,5,0,2327.5,"0.010618917711206962,0.016980628484432908,0.010618917711206962,0.012822618564460542,0.010618917711206962",0.012332,3.320415,3.320415,22,22
2000336073114_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.336073,2000.337332,0.056894,5,3,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012822618564460542,0.010618917711206962",0.01106,1.658241,3.320415,22,22
2000344274322_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.344274,2000.352702,0.050703,5,0,2327.5,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012822618564460542",0.01106,3.320415,4.009487,22,22
2000352471834_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.352472,2000.352702,0.042505,5,0,2327.5,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012822618564460542",0.01106,3.320415,4.009487,22,22
2000360671292_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.360671,2000.360921,0.043772,5,7,2343.0,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,1.658241,3.320415,22,22
2000368872587_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.368873,2000.369203,0.047315,5,0,2343.0,"0.014536608116991104,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.011402,3.320415,3.320415,22,22
2000377070630_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.377071,2000.377341,0.039117,5,0,2343.0,"0.015349630491286211,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.011565,3.320415,3.320415,22,22
2000385271688_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.385272,2000.385462,0.034951,5,0,2343.0,"0.014536608116991104,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012549620576838122",0.011789,3.320415,3.924124,22,22
2000393468734_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.393469,2000.393779,0.026754,5,0,2343.0,"0.014536608116991104,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012549620576838122",0.011789,3.320415,3.924124,22,22
2000401664616_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.401665,2000.402301,0.025612,5,4,2343.0,"0.015349630491286211,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012549620576838122",0.011951,1.676105,3.924124,22,22
2000409863273_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.409863,2000.412572,0.027225,5,4,2343.0,"0.014536608116991104,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.011402,2.483702,3.320415,22,22
2000418061219_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.418061,2000.426549,0.019027,5,0,2327.5,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.010619,3.320415,3.320415,22,22
2000426258598_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.426259,2000.426549,0.016334,5,0,2327.5,"0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.012644226353920188",0.011024,3.320415,3.953706,22,22
2000434452402_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.434452,2000.434642,0.010544,5,1,2343.0,"0.015248911978722735,0.010618917711206962,0.010618917711206962,0.010618917711206962,0.010618917711206962",0.011545,2.605405,3.320415,22,22
