Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000008196969_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.008197,2000.008367,inf,1,7,2343.0,"0.007663753805745297,0.007663753805745297",0.007664,2.396369,inf,22,22
2000016390588_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.016391,2000.016681,inf,2,7,2343.0,"0.0026547294278017404,0.010618917711206962,0.007663753805745297",0.006979,2.396369,inf,22,22
2000024583943_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.024584,2000.024814,inf,2,7,2343.0,"0.0026547294278017404,0.010618917711206962,0.007663753805745297",0.006979,2.396369,inf,22,22
2000032777776_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.032778,2000.033048,0.078113,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000040973855_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.040974,2000.041084,0.069917,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000049171246_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.049171,2000.049361,0.06383,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000057363352_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.057363,2000.058487,0.055638,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000065560498_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.06556,2000.06579,0.049511,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000073753897_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.073754,2000.075327,0.041317,3,1,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000081953390_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.081953,2000.082083,0.037229,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000090154822_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.090155,2000.090485,0.029027,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000098348387_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.098348,2000.098558,0.022744,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000106543540_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.106544,2000.106754,0.014548,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000114744116_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.114744,2000.115203,0.007498,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000122942438_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.122942,2000.123192,0.003388,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000131141713_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.131142,2000.131212,0.003407,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000139340724_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.139341,2000.139651,0.003707,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000147541457_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.147541,2000.147791,0.003728,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000155743029_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.155743,2000.155813,0.003187,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000163943984_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.163944,2000.164094,0.003307,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000172135814_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.172136,2000.172206,0.003087,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000180333664_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.180334,2000.180404,0.003447,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000188529826_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.18853,2000.18864,0.003327,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000196725230_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.196725,2000.196995,0.003728,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000204917357_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.204917,2000.205167,0.003548,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000213118766_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.213119,2000.213269,0.003287,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000221319876_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.22132,2000.22149,0.003447,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000229516432_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.229516,2000.229786,0.003508,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000237712723_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.237713,2000.237843,0.003627,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000245909615_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.24591,2000.24612,0.003487,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000254103554_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.254104,2000.254414,0.003747,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000262303159_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.262303,2000.262473,0.003288,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000270494961_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.270495,2000.270545,0.003227,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000278693221_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.278693,2000.278963,0.003588,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000286893261_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.286893,2000.287023,0.003228,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000295090274_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.29509,2000.29516,0.003208,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000303287901_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.303288,2000.303578,0.003867,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000311479664_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.31148,2000.31161,0.003427,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000319672511_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.319673,2000.319823,0.003407,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000327869039_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.327869,2000.327999,0.003487,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000336067185_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.336067,2000.336337,0.003748,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000344264965_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.344265,2000.344355,0.003287,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000352457270_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.352457,2000.352527,0.003248,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000360658741_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.360659,2000.361009,0.003587,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000368853438_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.368853,2000.368943,0.003328,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000377051289_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.377051,2000.377281,0.003608,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000385251914_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.385252,2000.385342,0.003287,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000393448131_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.393448,2000.393558,0.003548,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000401644406_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.401644,2000.401694,0.003288,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000409837154_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.409837,2000.409927,0.003248,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000418033005_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.418033,2000.418303,0.003507,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000426230602_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.426231,2000.426441,0.003307,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000434429708_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.43443,2000.43474,0.003567,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
2000442623450_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.442623,2000.442833,0.003428,3,0,2343.0,"0.0026547294278017404,0.010618917711206962,0.010618917711206962",0.007964,3.320415,3.320415,22,22
