Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2001.0-2002.0,488,348,0.7131147540983607,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2002.0-2003.0,438,168,0.3835616438356164,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2003.0-2004.0,288,186,0.6458333333333334,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2004.0-2005.0,342,190,0.5555555555555556,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2005.0-2006.0,290,178,0.6137931034482759,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2006.0-2007.0,466,190,0.40772532188841204,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2007.0-2008.0,304,126,0.4144736842105263,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2008.0-2009.0,380,186,0.48947368421052634,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2009.0-2010.0,388,164,0.422680412371134,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2010.0-2011.0,307,160,0.5211726384364821,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2011.0-2012.0,309,174,0.5631067961165048,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2012.0-2013.0,280,185,0.6607142857142857,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2013.0-2014.0,361,191,0.5290858725761773,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2014.0-2015.0,288,152,0.5277777777777778,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2015.0-2016.0,275,186,0.6763636363636364,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2016.0-2017.0,286,180,0.6293706293706294,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
2017.0-2018.0,246,188,0.7642276422764228,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1200_8-0_1\Flow_Node0-Node6.csv
