Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.0-2001.0,488,72,0.14754098360655737,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2001.0-2002.0,445,71,0.15955056179775282,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2002.0-2003.0,322,83,0.2577639751552795,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2003.0-2004.0,325,67,0.20615384615384616,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2004.0-2005.0,334,73,0.218562874251497,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2005.0-2006.0,307,78,0.254071661237785,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2006.0-2007.0,339,68,0.20058997050147492,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2007.0-2008.0,290,56,0.19310344827586207,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2008.0-2009.0,349,79,0.22636103151862463,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2009.0-2010.0,278,58,0.20863309352517986,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2010.0-2011.0,272,85,0.3125,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2011.0-2012.0,356,80,0.2247191011235955,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2012.0-2013.0,278,76,0.2733812949640288,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2013.0-2014.0,334,82,0.24550898203592814,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
2014.0-2015.0,335,73,0.21791044776119403,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_500_8-0_0\Flow_Node0-Node5.csv
