Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000004094321_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.004094,2000.004304,0.009785,5,0,2343.0,"0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297",0.007664,2.396369,2.396369,11,11
2000008196924_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.008197,2000.008407,0.011979,5,2,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005393,1.664145,1.77492,11,11
2000012299026_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.012299,2000.01434,0.015273,5,3,2343.0,"0.008510450648255292,0.008510450648255292,0.0053220512539897905,0.0053220512539897905,0.0058885562097514225",0.006711,1.664145,1.841285,11,11
2000016395509_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.016396,2000.021838,0.021424,5,3,2343.0,"0.007536217500007501,0.007683605247506666,0.0053220512539897905,0.006105886170961665,0.005676317853352623",0.006465,1.664145,1.77492,11,11
2000020489049_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.020489,2000.025672,0.023567,5,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005393,1.664145,1.77492,11,11
2000024584862_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.024585,2000.027802,0.028002,5,2,2343.0,"0.0053220512539897905,0.007683605247506666,0.0053220512539897905,0.0053220512539897905,0.005845412957153003",0.005899,1.664145,1.827794,11,11
2000028679572_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.02868,2000.032927,0.033494,5,2,2343.0,"0.0053220512539897905,0.007683605247506666,0.0053220512539897905,0.0053220512539897905,0.0058237056008517895",0.005895,1.664145,1.821007,11,11
2000032777112_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.032777,2000.038257,0.039601,5,7,2343.0,"0.007862321239483541,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005748265237533893",0.005915,1.664145,1.797417,11,11
2000036878867_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.036879,2000.045248,0.06075,5,3,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005765,1.664145,1.664145,11,11
2000040973239_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.040973,2000.052438,0.067974,5,1,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005836,1.664145,1.77492,11,11
2000045069580_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.04507,2000.054388,0.0725,5,9,2343.0,"0.006402897336832167,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005609,1.664145,1.77492,11,11
2000049164914_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.049165,2000.060938,0.075738,5,1,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005836,1.664145,1.77492,11,11
2000053265216_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.053265,2000.066796,0.087997,5,9,2343.0,"0.00639888353811529,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005537,1.664145,1.664145,11,11
2000057365988_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.057366,2000.073366,0.096314,5,2,2343.0,"0.006384934237735995,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005605,1.664145,1.77492,11,11
2000061462339_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.061462,2000.075496,0.099062,5,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.008510450648255292",0.00596,1.664145,2.661121,11,11
2000065564427_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.065564,2000.077506,0.101724,5,3,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000069666645_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.069667,2000.079676,0.109435,5,1,2343.0,"0.0053220512539897905,0.007683605247506666,0.0053220512539897905,0.005977945417924194,0.005676317853352623",0.005996,1.664145,1.77492,11,11
2000073767738_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.073768,2000.081586,0.163128,5,6,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005393,0.999318,1.77492,11,11
2000077865372_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.077865,2000.083596,0.173967,5,2,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005393,1.664145,1.77492,11,11
2000081962148_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.081962,2000.085626,0.181702,5,1,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005875592815494218,0.0053220512539897905",0.005433,1.664145,1.664145,11,11
2000086059559_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.08606,2000.092158,0.181881,5,4,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000090159576_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.09016,2000.097208,0.190123,5,0,2343.0,"0.007536217500007501,0.007683605247506666,0.0053220512539897905,0.0053220512539897905,0.005746183955940023",0.006322,1.664145,1.796766,11,11
2000094261401_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.094261,2000.099158,0.188032,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.00559,1.664145,1.77492,11,11
2000098357872_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.098358,2000.101288,0.199279,5,2,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005875592815494218",0.005433,1.664145,1.837231,11,11
2000102452728_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.102453,2000.10668,0.21002,5,3,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005393,1.664145,1.77492,11,11
2000106549599_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.10655,2000.10865,0.21585,5,4,2343.0,"0.007536217500007501,0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.006279,1.664145,1.77492,11,11
2000110643610_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.110644,2000.115028,0.222028,5,0,2343.0,"0.0053220512539897905,0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005836,1.664145,1.77492,11,11
2000114738276_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.114738,2000.117118,0.223769,5,0,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005875592815494218",0.005876,1.664145,1.837231,11,11
2000118833674_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.118834,2000.123186,0.229419,5,0,2343.0,"0.006371630806663957,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005875592815494218",0.005643,1.664145,1.837231,11,11
2000122936480_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.122936,2000.125316,0.232178,5,0,2343.0,"0.006371630806663957,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005532,1.664145,1.664145,11,11
2000127030984_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.127031,2000.131479,0.241407,5,0,2343.0,"0.0053220512539897905,0.006739117651441124,0.0053220512539897905,0.0053220512539897905,0.006129838766963812",0.005767,1.664145,1.916731,11,11
2000131128595_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.131129,2000.135487,0.250033,5,3,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000135225131_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.135225,2000.140137,0.251816,5,2,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005765,1.664145,1.664145,11,11
2000139326483_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.139326,2000.146023,0.249745,5,7,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0058237056008517895",0.005619,1.664145,1.821007,11,11
2000143421678_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.143422,2000.165253,0.247799,5,4,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.00689911883979398,0.005867380572781339",0.005747,1.664145,1.834663,11,11
2000147523086_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.147523,2000.167363,0.299066,5,4,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.005977945417924194,0.005741823518907809",0.00598,1.664145,1.795403,11,11
2000151619589_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.15162,2000.169493,0.309144,5,5,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
