Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000004101897_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.004102,2000.004372,0.005956,3,0,2343.0,"0.030655015222981186,0.030655015222981186,0.030655015222981186",0.030655,2.396369,2.396369,11,11
2000008203317_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.008203,2000.010191,0.007734,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000012299614_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.0123,2000.016233,0.009699,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000016395920_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.016396,2000.022152,0.0153,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000020497895_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.020498,2000.026136,0.013168,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000024597866_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.024598,2000.033812,0.028497,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000028698766_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.028699,2000.035742,0.026446,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000032800484_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.0328,2000.037772,0.032041,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000036894136_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.036894,2000.043568,0.033757,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000040994199_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.040994,2000.045618,0.033533,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000045092206_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.045092,2000.047508,0.035326,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000049192088_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.049192,2000.057268,0.050824,3,2,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000053294504_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.053295,2000.059138,0.054608,3,1,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000057396150_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.057396,2000.065052,0.05628,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000061496370_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.061496,2000.070826,0.057949,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000065593004_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.065593,2000.0767,0.059678,3,1,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000069690751_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.069691,2000.07863,0.063397,3,1,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,0.624645,1.664145,11,11
2000073793487_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.073793,2000.08646,0.063151,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000077894357_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.077894,2000.08837,0.064921,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000081993974_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.081994,2000.096277,0.062751,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000086095050_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.086095,2000.100097,0.066472,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000090195133_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.090195,2000.102207,0.064362,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000094289908_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.09429,2000.108122,0.068054,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000098392465_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.098392,2000.113757,0.073767,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000102491412_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.102491,2000.119591,0.07547,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000106589877_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.10659,2000.121461,0.077162,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000110690165_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.11069,2000.125402,0.080839,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
2000114784461_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.114784,2000.129345,0.078769,3,0,2343.0,"0.0053220512539897905,0.021288205015959162,0.021288205015959162",0.015966,1.664145,1.664145,11,11
