File Path,Run No,Packets Generated,Packets Received,PDR,Avg Delay,#Retransmissions,#Forwards,Avg Route Length,%Route Uptime,%HQ Route Uptime,Route Switches,Packet Drop (Expiry),Packet Drop (Queue Management),Packet Drop (Retry),Packet Drop (Overflow),Packet Drop (No Route),Packet Reinserted (TCP),Flow_ID
C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N4\daisy_chain_medium_1200_1-5_1\Flow_Node0-Node6.csv,1,368,359,0.9755434782608695,0.011714582172701951,96,1815,5.0,1.0,1.0,0,0,0,0,0,0,0,Flow_Node0-Node6
Mean,,368.0,359.0,0.9755434782608695,0.011714582172701951,96.0,1815.0,5.0,1.0,1.0,0.0,,,,,,,
Median,,368.0,359.0,0.9755434782608695,0.011714582172701951,96.0,1815.0,5.0,1.0,1.0,0.0,,,,,,,
95% CI Lower,,,,,,,,,,,,,,,,,,
95% CI Upper,,,,,,,,,,,,,,,,,,
