Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000010874353_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.010874,2000.011204,0.010037,5,0,2343.0,"0.0019159384514363241,0.0019159384514363241,0.0019159384514363241,0.0019159384514363241,0.0019159384514363241",0.001916,2.396369,2.396369,11,11
2000021745322_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.021745,2000.022075,0.010197,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000032612971_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.032613,2000.032743,0.009916,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000043479288_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.043479,2000.043809,0.010297,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000054348809_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.054349,2000.054659,0.010236,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000065213544_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.065214,2000.065444,0.009996,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000076080597_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.076081,2000.076431,0.010496,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000086954908_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.086955,2000.087185,0.010516,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000097821316_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.097821,2000.098171,0.010357,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000108690428_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.10869,2000.10874,0.009937,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000119560655_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.119561,2000.119611,0.009916,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000130430346_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.13043,2000.1305,0.010057,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000141299142_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.141299,2000.141349,0.009697,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000152169607_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.15217,2000.15232,0.009696,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000163041277_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.163041,2000.163251,0.009997,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000173908882_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.173909,2000.174179,0.010456,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000184778615_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.184779,2000.184829,0.009976,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000195644831_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.195645,2000.195875,0.010236,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000206510582_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.206511,2000.206781,0.010136,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000217376982_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.217377,2000.217727,0.009896,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000228247792_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.228248,2000.228598,0.010036,5,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
