Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,697,14,0,0,0,0,711,711,0,0,976,976,0,0,0,0,0
Node1,940,12,0,0,976,976,952,952,976,976,629,629,0,0,0,0,0
Node2,10,5,4,4,629,629,15,15,629,629,629,629,0,0,0,0,0
Node3,3,0,0,0,631,631,3,3,631,631,629,629,0,0,0,0,0
Node4,0,0,0,0,629,629,0,0,629,629,0,0,0,0,0,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
