Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.5-2001.5,244,272,1.1147540983606556,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2001.5-2002.5,244,200,0.819672131147541,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2002.5-2003.5,244,186,0.7622950819672131,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2003.5-2004.5,244,198,0.8114754098360656,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2004.5-2005.5,244,190,0.7786885245901639,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2005.5-2006.5,244,202,0.8278688524590164,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2006.5-2007.5,244,212,0.8688524590163934,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2007.5-2008.5,244,178,0.7295081967213115,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2008.5-2009.5,244,196,0.8032786885245902,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2009.5-2010.5,244,184,0.7540983606557377,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2010.5-2011.5,244,212,0.8688524590163934,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2011.5-2012.5,244,188,0.7704918032786885,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2012.5-2013.5,244,190,0.7786885245901639,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2013.5-2014.5,244,194,0.7950819672131147,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2014.5-2015.5,244,194,0.7950819672131147,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2015.5-2016.5,244,192,0.7868852459016393,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2016.5-2017.5,244,202,0.8278688524590164,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2017.5-2018.5,244,214,0.8770491803278688,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2018.5-2019.5,244,206,0.8442622950819673,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2019.5-2020.5,244,199,0.8155737704918032,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2020.5-2021.5,244,197,0.8073770491803278,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2021.5-2022.5,244,191,0.7827868852459017,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2022.5-2023.5,244,191,0.7827868852459017,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2023.5-2024.5,244,204,0.8360655737704918,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2024.5-2025.5,244,168,0.6885245901639344,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2025.5-2026.5,244,198,0.8114754098360656,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2026.5-2027.5,244,190,0.7786885245901639,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2027.5-2028.5,244,198,0.8114754098360656,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2028.5-2029.5,244,198,0.8114754098360656,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2029.5-2030.5,244,196,0.8032786885245902,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2030.5-2031.5,244,186,0.7622950819672131,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
2031.5-2032.5,244,192,0.7868852459016393,Flow_Node0-Node6,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_small_600_4-0_1\Flow_Node0-Node6.csv
