File Path,Run No,Packets Generated,Packets Received,PDR,Avg Delay,#Retransmissions,#Forwards,Avg Route Length,%Route Uptime,%HQ Route Uptime,Route Switches,Packet Drop (Expiry),Packet Drop (Queue Management),Packet Drop (Retry),Packet Drop (Overflow),Packet Drop (No Route),Packet Reinserted (TCP),Flow_ID
C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N4\daisy_chain_large_2400_2-0_1\Flow_Node0-Node5.csv,1,489,482,0.9856850715746421,0.012852186721991702,74,1940,4.0,1.0,1.0,0,0,0,0,0,0,0,Flow_Node0-Node5
Mean,,489.0,482.0,0.9856850715746421,0.012852186721991702,74.0,1940.0,4.0,1.0,1.0,0.0,,,,,,,
Median,,489.0,482.0,0.9856850715746421,0.012852186721991702,74.0,1940.0,4.0,1.0,1.0,0.0,,,,,,,
95% CI Lower,,,,,,,,,,,,,,,,,,
95% CI Upper,,,,,,,,,,,,,,,,,,
