Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000008192521_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.008193,2000.008543,0.010004,5,0,2343.0,"0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297",0.007664,2.396369,2.396369,11,11
2000016392967_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.016393,2000.016623,0.010125,5,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000024589867_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.02459,2000.0247,0.009885,5,0,2343.0,"0.006739117651441124,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0057706460117520906",0.005695,1.664145,1.804415,11,11
2000032785584_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.032786,2000.032896,0.009744,5,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000040986330_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.040986,2000.041256,0.010025,5,0,2343.0,"0.0063890725547928115,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005535,1.664145,1.664145,11,11
2000049182437_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.049182,2000.049292,0.009825,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000057377643_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.057378,2000.057508,0.009684,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000065571593_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.065572,2000.065922,0.010504,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000073770088_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.07377,2000.07406,0.010325,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005741823518907809",0.005603,1.664145,1.795403,11,11
2000081967930_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.081968,2000.082118,0.010085,5,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005676317853352623",0.005393,1.664145,1.77492,11,11
2000090162804_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.090163,2000.090373,0.010245,5,0,2343.0,"0.007536217500007501,0.007710857978957999,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.006243,1.664145,1.664145,11,11
2000098360678_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.098361,2000.098571,0.010164,5,0,2343.0,"0.006371630806663957,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005746183955940023",0.005617,1.664145,1.796766,11,11
2000106554366_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.106554,2000.106864,0.010145,5,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000114747647_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.114748,2000.114798,0.010184,5,0,2343.0,"0.00638454939836288,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005747043892331334",0.00562,1.664145,1.797035,11,11
