Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,14146,236,0,0,0,0,14382,14382,0,0,30748,30748,0,0,0,0,0
Node1,10116,192,27,27,30748,30748,10308,10308,30748,30748,7433,7433,0,0,0,0,0
Node2,204,74,27,27,7433,7433,278,278,7433,7433,7432,7432,0,0,0,0,0
Node3,63,0,0,0,7444,7444,63,63,7444,7444,7432,7432,0,0,0,0,0
Node4,0,0,0,0,7432,7432,0,0,7432,7432,0,0,0,0,0,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
