Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000008196453_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.008196,2000.008326,0.007901,4,0,2343.0,"0.0019159384514363241,0.0019159384514363241,0.0019159384514363241,0.0019159384514363241",0.001916,2.396369,2.396369,11,11
2000016392423_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.016392,2000.016682,0.008041,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000024592184_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.024592,2000.024902,0.00834,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000032792349_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.032792,2000.033102,0.008401,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000040990314_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.04099,2000.04128,0.007981,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000049186896_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.049187,2000.049537,0.00806,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000057382192_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.057382,2000.057532,0.00804,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000065583062_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.065583,2000.065693,0.00818,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000073776683_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.073777,2000.073827,0.00804,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000081975155_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.081975,2000.082105,0.00782,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000090170893_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.090171,2000.090481,0.0083,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000098371089_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.098371,2000.098501,0.00788,4,0,2343.0,"0.0013305128134974476,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001331,1.664145,1.664145,11,11
2000106572025_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.106572,2000.106682,0.00786,4,0,2343.0,"0.001684779412860281,0.0013305128134974476,0.0013305128134974476,0.0013305128134974476",0.001419,1.664145,1.664145,11,11
