Packet ID,Enqueue Time (in s),Dequeue Time (in s),Dropped?,Drop Reason,Freezes,Tx INTF,Rx INTF
2000008201242_Node0_Node4_Zero,2000.012439,2000.014557,0,,0,7.572525408e-13,0
2000016398290_Node0_Node4_Zero,2000.020556,2000.022754,0,,0,7.572525408e-13,0
2000024597144_Node0_Node4_Zero,2000.028635,2000.030613,0,,0,7.572525408e-13,0
2000032798348_Node0_Node4_Zero,2000.036916,2000.038994,0,,0,7.572525408e-13,0
2000040999185_Node0_Node4_Zero,2000.044917,2000.047095,0,,0,7.572525408e-13,0
2000049197068_Node0_Node4_Zero,2000.053455,2000.055473,0,,0,7.572525408e-13,0
2000057389315_Node0_Node4_Zero,2000.061527,2000.063665,0,,0,7.572525408e-13,0
2000065583139_Node0_Node4_Zero,2000.069781,2000.071799,0,,0,7.572525408e-13,0
2000073783841_Node0_Node4_Zero,2000.077742,2000.07986,0,,0,7.572525408e-13,0
2000081983756_Node0_Node4_Zero,2000.086042,2000.088,0,,0,7.572525408e-13,0
2000090176604_Node0_Node4_Zero,2000.094075,2000.096192,0,,0,7.572525408e-13,0
2000098377012_Node0_Node4_Zero,2000.102335,2000.104253,0,,0,7.572525408e-13,0
2000106577088_Node0_Node4_Zero,2000.110455,2000.112653,0,,0,7.572525408e-13,0
2000114773700_Node0_Node4_Zero,2000.118752,2000.12073,0,,0,7.572525408e-13,0
2000122970342_Node0_Node4_Zero,2000.126948,2000.128886,0,,0,7.572525408e-13,0
2000131163673_Node0_Node4_Zero,2000.135162,2000.1372,0,,0,7.572525408e-13,0
2000139363509_Node0_Node4_Zero,2000.143341,2000.145479,0,,0,7.572525408e-13,0
2000147558792_Node0_Node4_Zero,2000.151857,2000.153915,0,,0,7.572525408e-13,0
2000155752815_Node0_Node4_Zero,2000.159651,2000.161789,0,,0,7.572525408e-13,0
2000163950844_Node0_Node4_Zero,2000.168209,2000.170387,0,,0,7.572525408e-13,0
2000172145384_Node0_Node4_Zero,2000.176183,2000.178181,0,,0,7.572525408e-13,0
2000180342970_Node0_Node4_Zero,2000.184241,2000.186419,0,,0,7.572525408e-13,0
2000188541588_Node0_Node4_Zero,2000.19244,2000.194477,0,,0,7.572525408e-13,0
2000196735071_Node0_Node4_Zero,2000.200573,2000.202791,0,,0,7.572525408e-13,0
2000204935886_Node0_Node4_Zero,2000.209074,2000.211072,0,,0,7.572525408e-13,0
2000213128423_Node0_Node4_Zero,2000.217186,2000.219324,0,,0,7.572525408e-13,0
2000221330108_Node0_Node4_Zero,2000.225488,2000.227666,0,,0,7.572525408e-13,0
2000229530222_Node0_Node4_Zero,2000.233448,2000.235566,0,,0,7.572525408e-13,0
2000237730116_Node0_Node4_Zero,2000.241768,2000.243826,0,,0,7.572525408e-13,0
2000245922381_Node0_Node4_Zero,2000.25018,2000.252278,0,,0,7.572525408e-13,0
2000254122697_Node0_Node4_Zero,2000.258061,2000.260119,0,,0,7.572525408e-13,0
2000262321321_Node0_Node4_Zero,2000.266419,2000.268577,0,,0,7.572525408e-13,0
2000270521424_Node0_Node4_Zero,2000.274499,2000.276417,0,,0,7.572525408e-13,0
2000278713170_Node0_Node4_Zero,2000.282551,2000.284589,0,,0,7.572525408e-13,0
2000286908949_Node0_Node4_Zero,2000.290727,2000.292845,0,,0,7.572525408e-13,0
2000295107342_Node0_Node4_Zero,2000.299305,2000.301463,0,,0,7.572525408e-13,0
2000303306618_Node0_Node4_Zero,2000.307045,2000.309082,0,,0,7.572525408e-13,0
2000311500262_Node0_Node4_Zero,2000.315518,2000.317516,0,,0,7.572525408e-13,0
2000319695731_Node0_Node4_Zero,2000.323774,2000.325912,0,,0,7.572525408e-13,0
2000327888778_Node0_Node4_Zero,2000.331987,2000.333945,0,,0,7.572525408e-13,0
2000336087260_Node0_Node4_Zero,2000.339985,2000.342103,0,,0,7.572525408e-13,0
2000344281747_Node0_Node4_Zero,2000.34846,2000.350378,0,,0,7.572525408e-13,0
2000352474216_Node0_Node4_Zero,2000.356332,2000.35841,0,,0,7.572525408e-13,0
2000360667422_Node0_Node4_Zero,2000.364605,2000.366783,0,,0,7.572525408e-13,0
2000368863364_Node0_Node4_Zero,2000.372641,2000.374739,0,,0,7.572525408e-13,0
