Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000010874077_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.010874,2000.011044,0.005887,3,0,2343.0,"0.007663753805745297,0.007663753805745297,0.007663753805745297",0.007664,2.396369,2.396369,11,11
2000021746162_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.021746,2000.021876,0.005948,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000032620596_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.032621,2000.032931,0.006247,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000043486777_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.043487,2000.043577,0.005867,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000054357287_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.054357,2000.054647,0.006068,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000065230920_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.065231,2000.065321,0.006067,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000076104953_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.076105,2000.076195,0.006127,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000086976219_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.086976,2000.087306,0.006408,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000097841049_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.097841,2000.097951,0.006167,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000108710805_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.108711,2000.108941,0.006007,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000119582130_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.119582,2000.119752,0.005868,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000130449809_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.13045,2000.13056,0.006027,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000141317917_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.141318,2000.141568,0.006107,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000152190492_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.15219,2000.15228,0.006108,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000163064620_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.163065,2000.163415,0.006067,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000173934895_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.173935,2000.174265,0.006347,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000184808814_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.184809,2000.184859,0.005887,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000195680609_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.195681,2000.195751,0.005727,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000206545289_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.206545,2000.206595,0.005928,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000217419541_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.21742,2000.21749,0.006187,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000228287861_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.228288,2000.228398,0.005847,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000239154747_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.239155,2000.239205,0.005807,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000250027561_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.250028,2000.250218,0.006187,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000260901269_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.260901,2000.261131,0.006308,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000271767770_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.271768,2000.271858,0.005807,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000282635661_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.282636,2000.282826,0.005867,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000293502458_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.293502,2000.293552,0.005688,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000304369545_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.30437,2000.30468,0.006327,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000315243793_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.315244,2000.315434,0.005967,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000326109073_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.326109,2000.326339,0.006067,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000336980608_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.336981,2000.337111,0.006027,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000347850964_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.347851,2000.348201,0.006327,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000358725003_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.358725,2000.358935,0.005947,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000369597070_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.369597,2000.369867,0.006107,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000380464319_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.380464,2000.380794,0.006028,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000391336345_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.391336,2000.391586,0.006028,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000402209095_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.402209,2000.402419,0.006087,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000413077193_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.413077,2000.413167,0.005868,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000423944341_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.423944,2000.424194,0.006048,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000434810512_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.434811,2000.435121,0.006047,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000445683854_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.445684,2000.445894,0.005767,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000456549496_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.456549,2000.456819,0.006308,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000467423095_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.467423,2000.467653,0.006187,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
2000478288795_Node0_Node5_Zero,"[0, 1, 3, 5]",2000.478289,2000.478559,0.006387,3,0,2343.0,"0.0013305128134974476,0.0053220512539897905,0.0053220512539897905",0.003992,1.664145,1.664145,11,11
