Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.2-2001.2,92,106,1.1521739130434783,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2001.2-2002.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2002.2-2003.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2003.2-2004.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2004.2-2005.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2005.2-2006.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2006.2-2007.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2007.2-2008.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2008.2-2009.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2009.2-2010.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2010.2-2011.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2011.2-2012.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2012.2-2013.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2013.2-2014.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2014.2-2015.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2015.2-2016.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2016.2-2017.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2017.2-2018.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2018.2-2019.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2019.2-2020.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2020.2-2021.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2021.2-2022.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2022.2-2023.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
2023.2-2024.2,92,92,1.0,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_large_2400_1-5_1\Flow_Node0-Node5.csv
