Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.0-2001.0,244,100,0.4098360655737705,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
2001.0-2002.0,244,92,0.3770491803278688,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
2002.0-2003.0,243,96,0.3950617283950617,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
2003.0-2004.0,245,88,0.35918367346938773,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
2004.0-2005.0,243,90,0.37037037037037035,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
2005.0-2006.0,244,101,0.4139344262295082,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
2006.0-2007.0,244,100,0.4098360655737705,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
2007.0-2008.0,244,89,0.36475409836065575,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
2008.0-2009.0,245,98,0.4,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
2009.0-2010.0,244,94,0.38524590163934425,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_4-0_0\Flow_Node0-Node5.csv
