Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.0-2001.0,488,57,0.1168032786885246,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2001.0-2002.0,488,63,0.1290983606557377,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2002.0-2003.0,330,62,0.18787878787878787,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2003.0-2004.0,277,88,0.3176895306859206,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2004.0-2005.0,346,78,0.2254335260115607,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2005.0-2006.0,361,68,0.1883656509695291,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2006.0-2007.0,287,53,0.18466898954703834,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2007.0-2008.0,273,76,0.2783882783882784,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2008.0-2009.0,308,88,0.2857142857142857,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2009.0-2010.0,337,78,0.2314540059347181,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
2010.0-2011.0,279,64,0.22939068100358423,Flow_Node0-Node5,C:\Users\Ameliyn\MCA_Routing_BSCAP\Results_Multi_N100\daisy_chain_medium_1000_8-0_0\Flow_Node0-Node5.csv
