Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,3,0,0,0,0,0,3,4,0,0,967,976,0,0,0,0,0
Node1,0,8,0,0,967,976,8,9,967,976,957,975,0,0,0,0,0
Node2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node3,1,6,8,8,957,975,7,14,957,975,946,973,0,0,0,0,0
Node4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node5,0,0,7,14,946,973,0,0,946,973,0,0,0,0,0,0,0
Node6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
