Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000008194487_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.008194,2000.008304,0.010145,5,0,2343.0,"0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297",0.007664,2.396369,2.396369,11,11
2000016389773_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.01639,2000.01674,0.010244,5,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000024586263_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.024586,2000.024716,0.009885,5,0,2343.0,"0.006739117651441124,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0057706460117520906",0.005695,1.664145,1.804415,11,11
2000032780862_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.032781,2000.032871,0.010205,5,0,2343.0,"0.0053220512539897905,0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005765,1.664145,1.664145,11,11
2000040975493_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.040975,2000.041305,0.010145,5,0,2343.0,"0.0063890725547928115,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005535,1.664145,1.664145,11,11
2000049171991_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.049172,2000.049362,0.010145,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000057369993_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.05737,2000.05762,0.010005,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000065561920_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.065562,2000.065772,0.009985,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000073761604_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.073762,2000.073892,0.010024,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000081953681_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.081954,2000.082244,0.009944,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000090153621_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.090154,2000.090364,0.010044,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000098353516_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.098354,2000.098564,0.010464,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005519,1.664145,1.664145,11,11
2000106553172_Node0_Node5_Zero,"[0, 1, 2, 3, 4, 5]",2000.106553,2000.106723,0.009865,5,0,2343.0,"0.006306125141108773,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005741823518907809",0.005603,1.664145,1.795403,11,11
