Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,5,1,0,0,0,0,6,9,0,0,964,976,0,0,0,0,0
Node1,1,9,0,0,964,976,10,12,964,976,956,975,0,0,0,0,0
Node2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node3,2,5,8,8,956,975,7,14,956,975,946,973,0,0,0,0,0
Node4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node5,0,0,6,12,946,973,0,0,946,973,0,0,0,0,0,0,0
Node6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
