Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000010869458_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.010869,2000.010919,0.007701,4,0,2343.0,"0.030655015222981186,0.030655015222981186,0.030655015222981186,0.030655015222981186",0.030655,2.396369,2.396369,11,11
2000021743281_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.021743,2000.021993,0.008041,4,0,2343.0,"0.021288205015959162,0.021288205015959162,0.021288205015959162,0.021288205015959162",0.021288,1.664145,1.664145,11,11
2000032616899_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.032617,2000.032867,0.00782,4,0,2343.0,"0.021288205015959162,0.021288205015959162,0.021288205015959162,0.021288205015959162",0.021288,1.664145,1.664145,11,11
2000043489293_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.043489,2000.043779,0.008501,4,0,2343.0,"0.021288205015959162,0.021288205015959162,0.021288205015959162,0.021288205015959162",0.021288,1.664145,1.664145,11,11
2000054357977_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.054358,2000.054468,0.0078,4,0,2343.0,"0.021288205015959162,0.021288205015959162,0.021288205015959162,0.021288205015959162",0.021288,1.664145,1.664145,11,11
2000065228958_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.065229,2000.065279,0.00808,4,0,2343.0,"0.021288205015959162,0.021288205015959162,0.021288205015959162,0.021288205015959162",0.021288,1.664145,1.664145,11,11
2000076099165_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.076099,2000.076169,0.00778,4,0,2343.0,"0.021288205015959162,0.021288205015959162,0.021288205015959162,0.021288205015959162",0.021288,1.664145,1.664145,11,11
2000086970468_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.08697,2000.08714,0.008141,4,0,2343.0,"0.021288205015959162,0.021288205015959162,0.021288205015959162,0.021288205015959162",0.021288,1.664145,1.664145,11,11
2000097838201_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.097838,2000.098068,0.00814,4,0,2343.0,"0.021288205015959162,0.021288205015959162,0.021288205015959162,0.021288205015959162",0.021288,1.664145,1.664145,11,11
2000108705148_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.108705,2000.108935,0.00842,4,0,2343.0,"0.021288205015959162,0.021288205015959162,0.021288205015959162,0.021288205015959162",0.021288,1.664145,1.664145,11,11
